Service_Request_Type,Police_Precinct,Method_Received,Status,Year,Month,Request_Count
Parking Enforcement,NORTH,Citizen Web Intake App,Transferred to Other Dept,2022,12,5
Scooter or Bike Share Issue,SOUTH,Phone,Closed,2022,11,5
Damaged Sidewalk,SOUTHWEST,Citizen Web Intake App,Reported,2025,3,5
General Inquiry - Police Department,SOUTH,Citizen Web Intake App,Closed,2021,10,5
Parking Enforcement,SOUTH,Find It Fix It Apps,Closed as Duplicate,2022,11,5
Pothole,SOUTHWEST,Find It Fix It Apps,Transferred to Other Dept,2021,10,5
Parking Enforcement,WEST,Citizen Web Intake App,Reported,2024,8,5
General Inquiry - City Light,WEST,E-Mail,Closed,2022,1,5
Parking Enforcement,EAST,Find It Fix It Apps,Transferred to Other Dept,2024,2,5
Scooter or Bike Share Issue,SOUTH,Phone,Closed,2023,10,5
Damaged Sidewalk,SOUTHWEST,Citizen Web Intake App,Reported,2021,10,5
General Inquiry - Police Department,NORTH,Find It Fix It Apps,New,2022,4,5
Parking Enforcement,SOUTHWEST,Find It Fix It Apps,Closed as Duplicate,2023,3,5
Pollution Report Form,NORTH,Citizen Web Intake App,Closed,2021,4,5
Parking Enforcement,NORTH,Voice Mail,Closed,2021,9,5
General Inquiry - City Light,SOUTHWEST,Find It Fix It Apps,Closed,2025,2,5
Parking Enforcement,EAST,Citizen Web Intake App,Closed as Duplicate,2023,8,5
Scooter or Bike Share Issue,SOUTH,Phone,Closed,2024,6,5
Damaged Sidewalk,SOUTHWEST,Citizen Web Intake App,Reported,2021,1,5
General Inquiry - Police Department,SOUTH,Citizen Web Intake App,Closed,2022,6,5
Parking Enforcement,SOUTHWEST,Find It Fix It Apps,Closed as Duplicate,2023,6,5
Pothole,EAST,Citizen Web Intake App,Reported,2024,10,5
Parking Enforcement,SOUTH,Citizen Web Intake App,Closed,2022,12,5
General Inquiry - City Light,SOUTHWEST,Find It Fix It Apps,Closed,2023,7,5
Overgrown Vegetation,WEST,Citizen Web Intake App,Closed,2022,1,5
Scooter or Bike Share Issue,SOUTHWEST,Citizen Web Intake App,Closed,2021,9,5
Damaged Sidewalk,SOUTH,Find It Fix It Apps,Reported,2021,8,5
General Inquiry - Police Department,SOUTHWEST,Find It Fix It Apps,Open,2022,10,5
Parking Enforcement,SOUTHWEST,Find It Fix It Apps,Closed as Duplicate,2025,1,5
Parking Enforcement,SOUTHWEST,Citizen Web Intake App,Transferred to Other Dept,2022,2,5
Parking Enforcement,SOUTH,Citizen Web Intake App,Closed,2023,11,5
Found a Pet,EAST,Citizen Web Intake App,Reported,2023,5,5
Towing Impound Complaint,SOUTH,Citizen Web Intake App,Closed,2024,5,5
Public Litter and Recycling Cans,SOUTHWEST,Find It Fix It Apps,Closed,2021,9,5
Damaged Sidewalk,SOUTH,Citizen Web Intake App,Reported,2023,10,5
General Inquiry - Police Department,SOUTHWEST,Citizen Web Intake App,New,2024,6,5
Public Litter and Recycling Cans,NORTH,Find It Fix It Apps,Canceled,2022,2,5
Parking Enforcement,SOUTH,Voice Mail,Closed,2021,10,5
Pothole,NORTH,Find It Fix It Apps,Transferred to Other Dept,2024,6,5
Found a Pet,EAST,Citizen Web Intake App,Reported,2023,8,5
Unauthorized Encampment,NORTH,E-Mail,Closed,2025,1,5
Public Litter and Recycling Cans,SOUTHWEST,Find It Fix It Apps,Closed,2021,3,5
Damaged Sidewalk,SOUTH,Citizen Web Intake App,Reported,2024,9,5
General Inquiry - Transportation,NORTH,Find It Fix It Apps,Transferred to Other Dept,2024,2,5
Public Litter and Recycling Cans,EAST,Find It Fix It Apps,Reported,2023,9,5
Parking Enforcement,NORTH,Citizen Web Intake App,Transferred to Other Dept,2024,8,5
Pothole,EAST,Find It Fix It Apps,Transferred to Other Dept,2024,6,5
Found a Pet,NORTH,Find It Fix It Apps,Reported,2025,2,5
Unauthorized Encampment,NORTH,Phone,Closed,2024,9,5
Public Litter and Recycling Cans,WEST,Citizen Web Intake App,Closed,2022,5,5
Business Related Complaint,WEST,Citizen Web Intake App,Closed,2023,4,5
General Inquiry - Transportation,NORTH,E-Mail,New,2025,1,5
Public Litter and Recycling Cans,SOUTH,Find It Fix It Apps,Closed as Duplicate,2025,2,5
Parking Enforcement,NORTH,Citizen Web Intake App,Transferred to Other Dept,2023,9,5
Parks and Recreation Maintenance,WEST,Citizen Web Intake App,Closed,2024,6,5
General Inquiry - Animal Shelter,EAST,Citizen Web Intake App,Closed,2024,4,5
Unauthorized Encampment,NORTH,Phone,Closed,2022,11,5
Safe Routes to School,NORTH,Citizen Web Intake App,Reported,2022,3,5
Business Related Complaint,NORTH,Citizen Web Intake App,Closed,2023,8,5
General Inquiry - Transportation,NORTH,Citizen Web Intake App,Open,2024,4,5
Public Litter and Recycling Cans,NORTH,Find It Fix It Apps,Closed -Incomplete Information,2024,7,5
Parking Enforcement,NORTH,Find It Fix It Apps,Closed -Incomplete Information,2023,12,5
Parks and Recreation Maintenance,WEST,Citizen Web Intake App,Closed,2024,9,5
General Inquiry - Animal Shelter,NORTH,Citizen Web Intake App,Closed,2022,12,5
Unauthorized Encampment,EAST,Voice Mail,Closed,2024,6,5
Parks and Recreation Maintenance,NORTH,Citizen Web Intake App,Reported,2021,12,5
Clogged Storm Drain,EAST,Citizen Web Intake App,Closed,2022,5,5
General Inquiry - Transportation,NORTH,Citizen Web Intake App,Open,2024,7,5
Scooter or Bike Share Issue,EAST,Citizen Web Intake App,Closed,2021,7,5
Parking Enforcement,NORTH,Find It Fix It Apps,Closed -Incomplete Information,2022,7,5
Parks and Recreation Maintenance,SOUTHWEST,Citizen Web Intake App,Closed,2024,11,5
General Inquiry - City Light,EAST,Find It Fix It Apps,Closed,2024,10,5
Unauthorized Encampment,SOUTH,Mass Entry,Closed,2023,10,5
Parks and Recreation Maintenance,SOUTH,Citizen Web Intake App,Reported,2021,10,5
Clogged Storm Drain,NORTH,Citizen Web Intake App,Closed,2023,7,5
General Inquiry - Transportation,EAST,Phone,New,2025,4,5
Public Litter and Recycling Cans,WEST,Find It Fix It Apps,Closed as Duplicate,2024,4,5
Parks and Recreation Maintenance,EAST,Citizen Web Intake App,Closed,2024,3,5
Parks and Recreation Maintenance,EAST,Citizen Web Intake App,Reported,2022,7,5
General Inquiry - Customer Service Bureau,SOUTH,Citizen Web Intake App,Closed,2024,2,5
Unauthorized Encampment,SOUTH,Citizen Web Intake App,Open,2024,12,5
Parking Enforcement,WEST,Find It Fix It Apps,Closed as Duplicate,2024,9,5
Damaged Sidewalk,EAST,Find It Fix It Apps,Reported,2021,7,5
General Inquiry - Public Utilities,SOUTH,Phone,Closed,2021,4,5
Pothole,NORTH,Citizen Web Intake App,Transferred to Other Dept,2021,5,5
Parks and Recreation Maintenance,NORTH,Citizen Web Intake App,Reported,2021,3,5
Parks and Recreation Maintenance,NORTH,Citizen Web Intake App,Reported,2022,7,5
General Inquiry - Customer Service Bureau,NORTH,Phone,Closed,2024,5,5
Unauthorized Encampment,SOUTHWEST,Mass Entry,Closed,2025,3,5
Parks and Recreation Maintenance,EAST,Citizen Web Intake App,Closed,2024,9,5
Damaged Sidewalk,EAST,Citizen Web Intake App,Reported,2023,9,5
General Inquiry - Public Utilities,SOUTH,Find It Fix It Apps,Closed,2024,6,5
Pothole,WEST,Find It Fix It Apps,Transferred to Other Dept,2024,5,5
Parks and Recreation Maintenance,SOUTHWEST,Find It Fix It Apps,Reported,2023,2,5
Parking Enforcement,WEST,Find It Fix It Apps,Transferred to Other Dept,2021,9,5
General Inquiry - Customer Service Bureau,NORTH,Phone,Closed,2022,7,5
Unauthorized Encampment,SOUTHWEST,Phone,Closed,2023,3,5
Parks and Recreation Maintenance,EAST,Citizen Web Intake App,Closed,2023,10,5
Damaged Sidewalk,EAST,Citizen Web Intake App,Reported,2023,12,5
General Inquiry - Public Utilities,SOUTH,Citizen Web Intake App,Closed,2023,11,5
Public Litter and Recycling Cans,EAST,Find It Fix It Apps,Reported,2023,3,5
Parks and Recreation Maintenance,SOUTHWEST,Citizen Web Intake App,Closed,2023,10,5
Parking Enforcement,WEST,Find It Fix It Apps,Closed as Duplicate,2024,8,5
General Inquiry - Customer Service Bureau,NORTH,Phone,Closed,2021,11,5
Unauthorized Encampment,SOUTH,Voice Mail,Closed,2023,12,5
Parks and Recreation Maintenance,EAST,Citizen Web Intake App,Reported,2021,2,5
Clogged Storm Drain,WEST,Citizen Web Intake App,Closed,2024,2,5
General Inquiry - Public Utilities,SOUTH,Citizen Web Intake App,Closed,2024,7,5
Unauthorized Encampment,NORTH,Phone,Closed,2023,1,5
Parks and Recreation Maintenance,SOUTHWEST,Citizen Web Intake App,Closed,2024,3,5
Scooter or Bike Share Issue,SOUTH,Phone,Closed,2022,5,5
General Inquiry - Customer Service Bureau,NORTH,Find It Fix It Apps,Open,2023,6,5
Scooter or Bike Share Issue,SOUTH,Find It Fix It Apps,Closed,2022,2,5
Pothole,SOUTH,Find It Fix It Apps,Transferred to Other Dept,2021,6,5
Clogged Storm Drain,WEST,Find It Fix It Apps,Transferred to Other Dept,2024,11,5
General Inquiry - Public Utilities,NORTH,Phone,Closed,2021,1,5
Traffic Signal Maintenance,SOUTH,Find It Fix It Apps,Transferred to Other Dept,2024,4,5
Internet/Cable Issue,NORTH,Phone,Closed,2023,5,5
Scooter or Bike Share Issue,SOUTHWEST,Citizen Web Intake App,Closed,2021,8,5
General Inquiry - Customer Service Bureau,SOUTH,Phone,Transferred to Other Dept,2022,2,5
Public Litter and Recycling Cans,WEST,Find It Fix It Apps,Reported,2023,6,5
Pothole,SOUTH,Find It Fix It Apps,Transferred to Other Dept,2021,9,5
Clogged Storm Drain,NORTH,Find It Fix It Apps,Transferred to Other Dept,2022,7,5
General Inquiry - Public Utilities,EAST,Find It Fix It Apps,Closed,2021,6,5
Unauthorized Encampment,SOUTHWEST,E-Mail,Closed,2024,9,5
Internet/Cable Issue,NORTH,Phone,Closed,2021,10,5
Scooter or Bike Share Issue,NORTH,Phone,Closed,2023,1,5
General Inquiry - Customer Service Bureau,SOUTH,Phone,Transferred to Other Dept,2021,9,5
Scooter or Bike Share Issue,NORTH,Citizen Web Intake App,Closed,2021,3,5
Towing Complaint - Public Impound,NORTH,Citizen Web Intake App,Closed,2022,4,5
Clogged Storm Drain,NORTH,Find It Fix It Apps,Transferred to Other Dept,2023,3,5
General Inquiry - Public Utilities,EAST,Citizen Web Intake App,Closed,2024,4,5
Unauthorized Encampment,WEST,E-Mail,Closed,2023,5,5
Internet/Cable Issue,NORTH,Phone,Closed,2022,9,5
Scooter or Bike Share Issue,SOUTH,Find It Fix It Apps,Closed,2024,1,5
General Inquiry - Customer Service Bureau,EAST,E-Mail,Transferred to Other Dept,2024,2,5
Scooter or Bike Share Issue,NORTH,Citizen Web Intake App,Closed,2021,6,5
Traffic Signal Maintenance,EAST,Citizen Web Intake App,Reported,2024,8,5
Clogged Storm Drain,NORTH,Find It Fix It Apps,Transferred to Other Dept,2024,5,5
General Inquiry - Customer Service Bureau,SOUTH,E-Mail,Reported,2022,10,5
Scooter or Bike Share Issue,SOUTH,Phone,Closed,2022,10,5
Internet/Cable Issue,NORTH,Citizen Web Intake App,Closed,2024,9,5
Street Sign and Traffic Signal Maintenance,SOUTH,Citizen Web Intake App,Reported,2022,6,5
General Inquiry - Customer Service Bureau,EAST,E-Mail,Closed,2022,6,5
Safe Routes to School,NORTH,Citizen Web Intake App,Reported,2024,8,5
Street Sign Maintenance,SOUTHWEST,Find It Fix It Apps,Closed,2024,11,5
Graffiti,WEST,Phone,Reported,2023,9,5
General Inquiry - Customer Service Bureau,NORTH,Citizen Web Intake App,Closed,2023,3,5
Scooter or Bike Share Issue,SOUTH,Find It Fix It Apps,Closed,2021,12,5
Illegal Dumping / Needles,WEST,PremierOne CSR Mobile Apps,Closed,2022,4,5
Street Sign and Traffic Signal Maintenance,EAST,Citizen Web Intake App,Reported,2023,2,5
General Inquiry - Customer Service Bureau,EAST,E-Mail,Closed,2023,2,5
Street Sign Maintenance,WEST,Find It Fix It Apps,Closed,2024,4,5
Streetlight Maintenance,SOUTH,Citizen Web Intake App,Reported,2023,9,5
Graffiti,NORTH,Citizen Web Intake App,Closed -Incomplete Information,2024,8,5
General Inquiry - Customer Service Bureau,NORTH,Citizen Web Intake App,Closed,2023,9,5
Scooter or Bike Share Issue,SOUTH,Citizen Web Intake App,Closed,2021,4,5
Internet/Cable Issue,NORTH,Phone,Closed,2024,10,5
Public Litter and Recycling Cans,NORTH,Find It Fix It Apps,Reported,2022,5,5
General Inquiry - Customer Service Bureau,EAST,Phone,Closed,2024,8,5
Street Sign Maintenance,WEST,Find It Fix It Apps,Closed,2024,7,5
Scooter or Bike Share Issue,SOUTHWEST,Phone,Closed,2021,7,5
Graffiti,NORTH,Citizen Web Intake App,Open,2024,4,5
General Inquiry - Customer Service Bureau,EAST,Phone,Closed,2022,1,5
Scooter or Bike Share Issue,WEST,Citizen Web Intake App,Closed,2021,8,5
Internet/Cable Issue,WEST,Phone,Closed,2023,6,5
Public Litter and Recycling Cans,NORTH,Find It Fix It Apps,Closed as Duplicate,2025,4,5
General Inquiry - Customer Service Bureau,EAST,Phone,Closed,2025,1,5
Street Sign Maintenance,EAST,Citizen Web Intake App,Reported,2023,6,5
Scooter or Bike Share Issue,SOUTHWEST,Phone,Closed,2023,5,5
Graffiti,NORTH,Citizen Web Intake App,Closed as Duplicate,2021,9,5
General Inquiry - Customer Service Bureau,NORTH,Voice Mail,Reported,2023,1,5
Streetlight Maintenance,EAST,Phone,Reported,2025,1,5
Nuisance dogs in a park,EAST,Citizen Web Intake App,Closed,2025,4,5
Public Litter and Recycling Cans,SOUTHWEST,Find It Fix It Apps,Closed,2022,3,5
General Inquiry - Customer Service Bureau,EAST,Phone,Transferred to Other Dept,2021,8,5
Abandoned Vehicle/72hr Parking Ordinance,SOUTH,Voice Mail,Closed,2022,6,5
Street Sign and Traffic Signal Maintenance,NORTH,Citizen Web Intake App,Transferred to Other Dept,2021,10,5
Graffiti,NORTH,Find It Fix It Apps,Closed as Duplicate,2021,1,5
General Inquiry - Customer Service Bureau,NORTH,Voice Mail,Transferred to Other Dept,2021,8,5
Street Sign and Traffic Signal Maintenance,SOUTHWEST,Find It Fix It Apps,Transferred to Other Dept,2023,4,5
Nuisance dogs in a park,EAST,Find It Fix It Apps,Closed,2024,8,5
Public Litter and Recycling Cans,SOUTHWEST,Find It Fix It Apps,Closed,2024,1,5
General Inquiry - Customer Service Bureau,EAST,Phone,Closed,2021,5,5
Animal Noise,WEST,Citizen Web Intake App,Closed,2023,3,5
Street Sign Maintenance,EAST,Find It Fix It Apps,Closed as Duplicate,2023,6,5
Graffiti,NORTH,Phone,Reported,2022,11,5
General Inquiry - City Light,NORTH,Phone,Closed,2021,3,5
Street Sign Maintenance,SOUTH,Citizen Web Intake App,Reported,2023,8,5
Overgrown Vegetation,SOUTH,Citizen Web Intake App,Closed,2021,8,5
Scooter or Bike Share Issue,EAST,Citizen Web Intake App,Closed,2024,9,5
General Inquiry - Customer Service Bureau,EAST,Phone,Closed,2021,8,5
Abandoned Vehicle/72hr Parking Ordinance,SOUTH,E-Mail,Closed,2023,1,5
Street Sign Maintenance,SOUTH,Citizen Web Intake App,Reported,2024,3,5
Graffiti,SOUTH,Citizen Web Intake App,Reported,2022,8,5
General Inquiry - City Light,NORTH,Phone,Closed,2024,3,5
Graffiti,EAST,Phone,Closed,2024,5,5
Overgrown Vegetation,NORTH,Citizen Web Intake App,Open,2025,4,5
Scooter or Bike Share Issue,NORTH,Citizen Web Intake App,Closed,2023,10,5
General Inquiry - Customer Service Bureau,EAST,Phone,Closed,2023,3,5
Abandoned Vehicle/72hr Parking Ordinance,NORTH,PremierOne CSR Mobile Apps,Closed,2023,8,5
Street Sign and Traffic Signal Maintenance,NORTH,Find It Fix It Apps,Closed,2022,11,5
Graffiti,SOUTH,Citizen Web Intake App,Reported,2022,11,5
General Inquiry - City Light,SOUTH,Find It Fix It Apps,Closed,2021,10,5
Graffiti,NORTH,Citizen Web Intake App,Reported,2022,6,5
Overgrown Vegetation,NORTH,Citizen Web Intake App,Closed,2021,2,5
Public Litter and Recycling Cans,WEST,Citizen Web Intake App,Closed,2022,8,5
General Inquiry - Customer Service Bureau,NORTH,Find It Fix It Apps,Closed as Duplicate,2021,1,5
Abandoned Vehicle/72hr Parking Ordinance,NORTH,Voice Mail,Closed,2021,12,5
Unauthorized Encampment,SOUTHWEST,E-Mail,Closed,2022,7,5
Graffiti,NORTH,Voice Mail,Reported,2021,3,5
General Inquiry - City Light,SOUTH,Find It Fix It Apps,Closed,2021,4,5
Graffiti,EAST,Phone,Closed,2025,4,5
Overgrown Vegetation,WEST,Citizen Web Intake App,Closed,2023,1,5
Street Sign Maintenance,NORTH,Find It Fix It Apps,Transferred to Other Dept,2023,11,5
General Inquiry - Customer Service Bureau,NORTH,E-Mail,Transferred to Other Dept,2021,11,5
Abandoned Vehicle/72hr Parking Ordinance,NORTH,Voice Mail,Closed,2023,1,5
Unauthorized Encampment,SOUTH,Voice Mail,Closed,2024,4,5
Graffiti,SOUTH,Phone,Closed,2023,11,5
General Inquiry - Customer Service Bureau,EAST,Citizen Web Intake App,Transferred to Other Dept,2022,8,5
Graffiti,NORTH,Phone,Reported,2023,6,5
Overgrown Vegetation,SOUTHWEST,Find It Fix It Apps,Transferred to Other Dept,2023,6,5
Street Sign Maintenance,SOUTH,Find It Fix It Apps,Closed,2023,9,5
General Inquiry - Customer Service Bureau,NORTH,E-Mail,Transferred to Other Dept,2022,4,5
Abandoned Vehicle/72hr Parking Ordinance,NORTH,Voice Mail,Closed,2024,6,5
Unauthorized Encampment,NORTH,Mass Entry,Open,2024,10,5
General Inquiry - Transportation,SOUTHWEST,Find It Fix It Apps,Closed as Duplicate,2021,10,5
General Inquiry - Customer Service Bureau,EAST,Citizen Web Intake App,Transferred to Other Dept,2021,6,5
Graffiti,SOUTH,Citizen Web Intake App,Closed,2022,12,5
Overgrown Vegetation,WEST,Find It Fix It Apps,Transferred to Other Dept,2023,7,5
Street Sign Maintenance,SOUTHWEST,Find It Fix It Apps,Transferred to Other Dept,2023,7,5
Graffiti,SOUTH,Citizen Web Intake App,Closed,2023,1,5
Abandoned Vehicle/72hr Parking Ordinance,NORTH,PremierOne CSR Mobile Apps,Closed,2022,3,5
Unauthorized Encampment,SOUTH,Citizen Web Intake App,Open,2025,1,5
General Inquiry - Transportation,SOUTHWEST,E-Mail,Open,2023,11,5
General Inquiry - Customer Service Bureau,EAST,Citizen Web Intake App,Transferred to Other Dept,2021,9,5
Graffiti,NORTH,Citizen Web Intake App,Reported,2024,10,5
Parking Enforcement,EAST,Citizen Web Intake App,Closed as Duplicate,2022,2,5
Street Sign Maintenance,SOUTHWEST,Find It Fix It Apps,Transferred to Other Dept,2024,6,5
Graffiti,SOUTH,Citizen Web Intake App,Closed,2021,9,5
Abandoned Vehicle/72hr Parking Ordinance,NORTH,Citizen Web Intake App,Duplicate (Closed),2022,6,5
Traffic Signal Maintenance,SOUTH,Citizen Web Intake App,Reported,2024,9,5
General Inquiry - Transportation,SOUTHWEST,E-Mail,Open,2023,5,5
General Inquiry - Customer Service Bureau,EAST,Citizen Web Intake App,Closed,2023,9,5
Graffiti,NORTH,Phone,Reported,2021,11,5
Parking Enforcement,EAST,Citizen Web Intake App,Closed as Duplicate,2023,7,5
Street Sign Maintenance,WEST,Find It Fix It Apps,Closed,2024,6,5
Graffiti,NORTH,Phone,Reported,2021,2,5
Abandoned Vehicle/72hr Parking Ordinance,NORTH,Citizen Web Intake App,Closed -Incomplete Information,2022,2,5
Traffic Signal Maintenance,SOUTHWEST,Citizen Web Intake App,Reported,2023,9,5
General Inquiry - Transportation,SOUTH,Find It Fix It Apps,Transferred to Other Dept,2023,5,5
General Inquiry - Customer Service Bureau,EAST,Citizen Web Intake App,Closed,2024,8,5
Graffiti,SOUTH,Find It Fix It Apps,Closed as Duplicate,2023,11,5
Illegal Dumping / Needles,EAST,Citizen Web Intake App,Duplicate (Closed),2021,1,5
Unauthorized Encampment,EAST,E-Mail,Closed,2023,12,5
Graffiti,NORTH,Phone,Closed,2023,10,5
Abandoned Vehicle/72hr Parking Ordinance,NORTH,Find It Fix It Apps,Closed as Duplicate,2022,2,5
Unauthorized Encampment,NORTH,E-Mail,Closed,2024,12,5
Graffiti,NORTH,Citizen Web Intake App,Closed,2022,11,5
General Inquiry - Customer Service Bureau,EAST,Citizen Web Intake App,Closed,2024,11,5
Graffiti,SOUTHWEST,Find It Fix It Apps,Closed -Incomplete Information,2023,11,5
Illegal Dumping / Needles,NORTH,Phone,Closed,2023,12,5
Traffic Signal Maintenance,SOUTH,Citizen Web Intake App,Reported,2024,8,5
Graffiti,NORTH,Citizen Web Intake App,Reported,2024,8,5
Bicycle Facility Maintenance,SOUTH,Find It Fix It Apps,New,2024,11,5
Unauthorized Encampment,WEST,E-Mail,Closed,2024,8,5
Graffiti,EAST,Citizen Web Intake App,Closed,2023,9,5
General Inquiry - Customer Service Bureau,EAST,Citizen Web Intake App,Transferred to Other Dept,2023,4,5
Graffiti,SOUTHWEST,Citizen Web Intake App,Closed,2021,10,5
Illegal Dumping / Needles,SOUTHWEST,Find It Fix It Apps,Duplicate (Closed),2022,12,5
Unauthorized Encampment,EAST,Phone,Closed,2023,12,5
Graffiti,NORTH,Find It Fix It Apps,Duplicate (Closed),2023,11,5
Clogged Storm Drain,SOUTHWEST,Find It Fix It Apps,Open,2025,4,5
General Inquiry - Customer Service Bureau,SOUTH,Find It Fix It Apps,Open,2023,6,5
General Inquiry - Transportation,NORTH,Citizen Web Intake App,Closed,2025,3,5
General Inquiry - Animal Shelter,WEST,Citizen Web Intake App,Closed,2024,11,5
Graffiti,WEST,Citizen Web Intake App,Closed,2022,7,5
Illegal Dumping / Needles,SOUTHWEST,Phone,Closed,2024,4,5
Unauthorized Encampment,EAST,E-Mail,Closed,2024,8,5
Graffiti,NORTH,Citizen Web Intake App,Reported,2022,10,5
Clogged Storm Drain,NORTH,Citizen Web Intake App,Closed,2021,4,5
General Inquiry - Customer Service Bureau,SOUTH,E-Mail,Transferred to Other Dept,2025,4,5
General Inquiry - Transportation,EAST,Find It Fix It Apps,New,2024,9,5
General Inquiry - City Light,EAST,Phone,Closed,2023,4,5
Graffiti,WEST,Citizen Web Intake App,Closed,2023,12,5
Illegal Dumping / Needles,SOUTHWEST,Phone,Closed,2025,3,5
Unauthorized Encampment,EAST,Find It Fix It Apps,Open,2024,11,5
Graffiti,EAST,Find It Fix It Apps,Closed as Duplicate,2024,5,5
Clogged Storm Drain,NORTH,Find It Fix It Apps,Transferred to Other Dept,2022,6,5
General Inquiry - Customer Service Bureau,SOUTH,Voice Mail,Reported,2022,7,5
